route,decision,reason,confidence,conflictRoutes,topicOwner,action
/produkt/cat-mate-335-pet-fountain/,KEEP,"Eigenständige, indexierbare Seitenrolle ohne bestätigten Konflikt.",high,,/produkt/cat-mate-335-pet-fountain/,KEEP
/produkt/cat-mate-c200/,KEEP,"Eigenständige, indexierbare Seitenrolle ohne bestätigten Konflikt.",high,,/produkt/cat-mate-c200/,KEEP
/produkt/cat-mate-c300/,KEEP,"Eigenständige, indexierbare Seitenrolle ohne bestätigten Konflikt.",high,,/produkt/cat-mate-c300/,KEEP
/produkt/cat-mate-c500/,KEEP,"Eigenständige, indexierbare Seitenrolle ohne bestätigten Konflikt.",high,,/produkt/cat-mate-c500/,KEEP
/produkt/cat-mate-shell-fountain/,KEEP,"Eigenständige, indexierbare Seitenrolle ohne bestätigten Konflikt.",high,,/produkt/cat-mate-shell-fountain/,KEEP
/produkt/catit-pixi-smart-6-meal-feeder/,KEEP,"Eigenständige, indexierbare Seitenrolle ohne bestätigten Konflikt.",high,,/produkt/catit-pixi-smart-6-meal-feeder/,KEEP
/produkt/catit-pixi-vision-smart-feeder/,KEEP,"Eigenständige, indexierbare Seitenrolle ohne bestätigten Konflikt.",high,,/produkt/catit-pixi-vision-smart-feeder/,KEEP
/produkt/enabot-ebo-air-2/,KEEP,"Eigenständige, indexierbare Seitenrolle ohne bestätigten Konflikt.",high,,/produkt/enabot-ebo-air-2/,KEEP
/produkt/furbo-360-hundekamera/,KEEP,"Eigenständige, indexierbare Seitenrolle ohne bestätigten Konflikt.",high,,/produkt/furbo-360-hundekamera/,KEEP
/produkt/garmin-alpha-t-20/,KEEP,"Eigenständige, indexierbare Seitenrolle ohne bestätigten Konflikt.",high,,/produkt/garmin-alpha-t-20/,KEEP
/produkt/garmin-alpha-tt-25/,KEEP,"Eigenständige, indexierbare Seitenrolle ohne bestätigten Konflikt.",high,,/produkt/garmin-alpha-tt-25/,KEEP
/produkt/honeyguardian-a305d/,KEEP,"Eigenständige, indexierbare Seitenrolle ohne bestätigten Konflikt.",high,,/produkt/honeyguardian-a305d/,KEEP
/produkt/honeyguardian-a68/,KEEP,"Eigenständige, indexierbare Seitenrolle ohne bestätigten Konflikt.",high,,/produkt/honeyguardian-a68/,KEEP
/produkt/honeyguardian-smart-pet-feeder-s305d/,KEEP,"Eigenständige, indexierbare Seitenrolle ohne bestätigten Konflikt.",high,,/produkt/honeyguardian-smart-pet-feeder-s305d/,KEEP
/produkt/imipaw-3l-automatic-cat-feeder/,KEEP,"Eigenständige, indexierbare Seitenrolle ohne bestätigten Konflikt.",high,,/produkt/imipaw-3l-automatic-cat-feeder/,KEEP
/produkt/litter-robot-5-pro/,KEEP,"Eigenständige, indexierbare Seitenrolle ohne bestätigten Konflikt.",high,,/produkt/litter-robot-5-pro/,KEEP
/produkt/neakasa-m1-plus/,KEEP,"Eigenständige, indexierbare Seitenrolle ohne bestätigten Konflikt.",high,,/produkt/neakasa-m1-plus/,KEEP
/produkt/oneisall-2-2l-cordless-fountain/,KEEP,"Eigenständige, indexierbare Seitenrolle ohne bestätigten Konflikt.",high,,/produkt/oneisall-2-2l-cordless-fountain/,KEEP
/produkt/oneisall-2-in-1-feeder-water/,KEEP,"Eigenständige, indexierbare Seitenrolle ohne bestätigten Konflikt.",high,,/produkt/oneisall-2-in-1-feeder-water/,KEEP
/produkt/oneisall-3-2l-cordless-fountain/,KEEP,"Eigenständige, indexierbare Seitenrolle ohne bestätigten Konflikt.",high,,/produkt/oneisall-3-2l-cordless-fountain/,KEEP
/produkt/oneisall-3-5l-cordless-fountain/,KEEP,"Eigenständige, indexierbare Seitenrolle ohne bestätigten Konflikt.",high,,/produkt/oneisall-3-5l-cordless-fountain/,KEEP
/produkt/oneisall-5l-automatic-cat-feeder/,KEEP,"Eigenständige, indexierbare Seitenrolle ohne bestätigten Konflikt.",high,,/produkt/oneisall-5l-automatic-cat-feeder/,KEEP
/produkt/oneisall-7l-dog-water-fountain/,KEEP,"Eigenständige, indexierbare Seitenrolle ohne bestätigten Konflikt.",high,,/produkt/oneisall-7l-dog-water-fountain/,KEEP
/produkt/onlycat-mikrochip-katzenklappe/,KEEP,"Eigenständige, indexierbare Seitenrolle ohne bestätigten Konflikt.",high,,/produkt/onlycat-mikrochip-katzenklappe/,KEEP
/produkt/paj-pet-finder-4g-mini/,KEEP,"Eigenständige, indexierbare Seitenrolle ohne bestätigten Konflikt.",high,,/produkt/paj-pet-finder-4g-mini/,KEEP
/produkt/pawbby-smart-pet-feeder/,KEEP,"Eigenständige, indexierbare Seitenrolle ohne bestätigten Konflikt.",high,,/produkt/pawbby-smart-pet-feeder/,KEEP
/produkt/pawsync-smart-pet-feeder/,KEEP,"Eigenständige, indexierbare Seitenrolle ohne bestätigten Konflikt.",high,,/produkt/pawsync-smart-pet-feeder/,KEEP
/produkt/petkit-eversweet-3-pro-uvc/,KEEP,"Eigenständige, indexierbare Seitenrolle ohne bestätigten Konflikt.",high,,/produkt/petkit-eversweet-3-pro-uvc/,KEEP
/produkt/petkit-eversweet-5-mini/,KEEP,"Eigenständige, indexierbare Seitenrolle ohne bestätigten Konflikt.",high,,/produkt/petkit-eversweet-5-mini/,KEEP
/produkt/petkit-eversweet-max-2-uvc/,KEEP,"Eigenständige, indexierbare Seitenrolle ohne bestätigten Konflikt.",high,,/produkt/petkit-eversweet-max-2-uvc/,KEEP
/produkt/petkit-eversweet-max-cordless/,KEEP,"Eigenständige, indexierbare Seitenrolle ohne bestätigten Konflikt.",high,,/produkt/petkit-eversweet-max-cordless/,KEEP
/produkt/petkit-eversweet-solo-2-fountain/,KEEP,"Eigenständige, indexierbare Seitenrolle ohne bestätigten Konflikt.",high,,/produkt/petkit-eversweet-solo-2-fountain/,KEEP
/produkt/petkit-eversweet-solo-se/,KEEP,"Eigenständige, indexierbare Seitenrolle ohne bestätigten Konflikt.",high,,/produkt/petkit-eversweet-solo-se/,KEEP
/produkt/petkit-eversweet-ultra/,KEEP,"Eigenständige, indexierbare Seitenrolle ohne bestätigten Konflikt.",high,,/produkt/petkit-eversweet-ultra/,KEEP
/produkt/petkit-fresh-element-infinity/,KEEP,"Eigenständige, indexierbare Seitenrolle ohne bestätigten Konflikt.",high,,/produkt/petkit-fresh-element-infinity/,KEEP
/produkt/petkit-fresh-element-solo/,KEEP,"Eigenständige, indexierbare Seitenrolle ohne bestätigten Konflikt.",high,,/produkt/petkit-fresh-element-solo/,KEEP
/produkt/petkit-purobot-max-pro-2/,KEEP,"Eigenständige, indexierbare Seitenrolle ohne bestätigten Konflikt.",high,,/produkt/petkit-purobot-max-pro-2/,KEEP
/produkt/petkit-yumshare-dual-hopper/,KEEP,"Eigenständige, indexierbare Seitenrolle ohne bestätigten Konflikt.",high,,/produkt/petkit-yumshare-dual-hopper/,KEEP
/produkt/petkit-yumshare-dual/,CONSOLIDATE,"Beide Seiten beschreiben den PETKIT YumShare Dual-Hopper 2. Die P592-Zielseite enthält die vollständigere Modellabgrenzung, aktuelle Verfügbarkeit und die gepflegten Vergleichsbezüge.",high,/produkt/petkit-yumshare-dual-hopper/,/produkt/petkit-yumshare-dual-hopper/,Redirect und interne Links auf Zielinhaber
/produkt/petkit-yumshare-solo-2/,KEEP,"Eigenständige, indexierbare Seitenrolle ohne bestätigten Konflikt.",high,,/produkt/petkit-yumshare-solo-2/,KEEP
/produkt/petlibro-air-automatic-feeder/,KEEP,"Eigenständige, indexierbare Seitenrolle ohne bestätigten Konflikt.",high,,/produkt/petlibro-air-automatic-feeder/,KEEP
/produkt/petlibro-air-wifi-feeder/,KEEP,"Eigenständige, indexierbare Seitenrolle ohne bestätigten Konflikt.",high,,/produkt/petlibro-air-wifi-feeder/,KEEP
/produkt/petlibro-capsule-dog-fountain/,KEEP,"Eigenständige, indexierbare Seitenrolle ohne bestätigten Konflikt.",high,,/produkt/petlibro-capsule-dog-fountain/,KEEP
/produkt/petlibro-dockstream-2-smart-cordless/,KEEP,"Eigenständige, indexierbare Seitenrolle ohne bestätigten Konflikt.",high,,/produkt/petlibro-dockstream-2-smart-cordless/,KEEP
/produkt/petlibro-dockstream-2-smart/,KEEP,"Eigenständige, indexierbare Seitenrolle ohne bestätigten Konflikt.",high,,/produkt/petlibro-dockstream-2-smart/,KEEP
/produkt/petlibro-dockstream-cordless/,KEEP,"Eigenständige, indexierbare Seitenrolle ohne bestätigten Konflikt.",high,,/produkt/petlibro-dockstream-cordless/,KEEP
/produkt/petlibro-dockstream-rfid-smart/,KEEP,"Eigenständige, indexierbare Seitenrolle ohne bestätigten Konflikt.",high,,/produkt/petlibro-dockstream-rfid-smart/,KEEP
/produkt/petlibro-glacier-ultrafiltration/,KEEP,"Eigenständige, indexierbare Seitenrolle ohne bestätigten Konflikt.",high,,/produkt/petlibro-glacier-ultrafiltration/,KEEP
/produkt/petlibro-granary-2-vision/,KEEP,"Eigenständige, indexierbare Seitenrolle ohne bestätigten Konflikt.",high,,/produkt/petlibro-granary-2-vision/,KEEP
/produkt/petlibro-granary-camera-feeder/,KEEP,"Eigenständige, indexierbare Seitenrolle ohne bestätigten Konflikt.",high,,/produkt/petlibro-granary-camera-feeder/,KEEP
/produkt/petlibro-granary-dual-feeder/,KEEP,"Eigenständige, indexierbare Seitenrolle ohne bestätigten Konflikt.",high,,/produkt/petlibro-granary-dual-feeder/,KEEP
/produkt/petlibro-granary-wifi-feeder/,KEEP,"Eigenständige, indexierbare Seitenrolle ohne bestätigten Konflikt.",high,,/produkt/petlibro-granary-wifi-feeder/,KEEP
/produkt/petlibro-one-rfid-smart-feeder/,KEEP,"Eigenständige, indexierbare Seitenrolle ohne bestätigten Konflikt.",high,,/produkt/petlibro-one-rfid-smart-feeder/,KEEP
/produkt/petlibro-polar-wet-food-feeder/,KEEP,"Eigenständige, indexierbare Seitenrolle ohne bestätigten Konflikt.",high,,/produkt/petlibro-polar-wet-food-feeder/,KEEP
/produkt/petlibro-scout-smart-camera/,KEEP,"Eigenständige, indexierbare Seitenrolle ohne bestätigten Konflikt.",high,,/produkt/petlibro-scout-smart-camera/,KEEP
/produkt/petlibro-space-smart-feeder/,KEEP,"Eigenständige, indexierbare Seitenrolle ohne bestätigten Konflikt.",high,,/produkt/petlibro-space-smart-feeder/,KEEP
/produkt/petlibro-stainless-steel-fountain/,KEEP,"Eigenständige, indexierbare Seitenrolle ohne bestätigten Konflikt.",high,,/produkt/petlibro-stainless-steel-fountain/,KEEP
/produkt/petsafe-freshfeed-refrigerated-feeder/,KEEP,"Eigenständige, indexierbare Seitenrolle ohne bestätigten Konflikt.",high,,/produkt/petsafe-freshfeed-refrigerated-feeder/,KEEP
/produkt/petsafe-healthy-pet-simply-feed/,KEEP,"Eigenständige, indexierbare Seitenrolle ohne bestätigten Konflikt.",high,,/produkt/petsafe-healthy-pet-simply-feed/,KEEP
/produkt/petsafe-mikrochip-katzenklappe/,KEEP,"Eigenständige, indexierbare Seitenrolle ohne bestätigten Konflikt.",high,,/produkt/petsafe-mikrochip-katzenklappe/,KEEP
/produkt/petsafe-petporte-smart-flap/,KEEP,"Eigenständige, indexierbare Seitenrolle ohne bestätigten Konflikt.",high,,/produkt/petsafe-petporte-smart-flap/,KEEP
/produkt/petsafe-smart-feed-2/,KEEP,"Eigenständige, indexierbare Seitenrolle ohne bestätigten Konflikt.",high,,/produkt/petsafe-smart-feed-2/,KEEP
/produkt/petwalk-medium-tiertuer/,KEEP,"Eigenständige, indexierbare Seitenrolle ohne bestätigten Konflikt.",high,,/produkt/petwalk-medium-tiertuer/,KEEP
/produkt/surefeed-microchip-pet-feeder-connect/,KEEP,"Eigenständige, indexierbare Seitenrolle ohne bestätigten Konflikt.",high,,/produkt/surefeed-microchip-pet-feeder-connect/,KEEP
/produkt/surefeed-microchip-pet-feeder/,KEEP,"Eigenständige, indexierbare Seitenrolle ohne bestätigten Konflikt.",high,,/produkt/surefeed-microchip-pet-feeder/,KEEP
/produkt/sureflap-dualscan-mikrochip-katzenklappe/,KEEP,"Eigenständige, indexierbare Seitenrolle ohne bestätigten Konflikt.",high,,/produkt/sureflap-dualscan-mikrochip-katzenklappe/,KEEP
/produkt/sureflap-mikrochip-katzenklappe-connect/,KEEP,"Eigenständige, indexierbare Seitenrolle ohne bestätigten Konflikt.",high,,/produkt/sureflap-mikrochip-katzenklappe-connect/,KEEP
/produkt/sureflap-mikrochip-katzenklappe/,KEEP,"Eigenständige, indexierbare Seitenrolle ohne bestätigten Konflikt.",high,,/produkt/sureflap-mikrochip-katzenklappe/,KEEP
/produkt/tractive-cat-6-mini/,KEEP,"Eigenständige, indexierbare Seitenrolle ohne bestätigten Konflikt.",high,,/produkt/tractive-cat-6-mini/,KEEP
/produkt/tractive-dog-6-xl/,KEEP,"Eigenständige, indexierbare Seitenrolle ohne bestätigten Konflikt.",high,,/produkt/tractive-dog-6-xl/,KEEP
/produkt/tractive-dog-6/,KEEP,"Eigenständige, indexierbare Seitenrolle ohne bestätigten Konflikt.",high,,/produkt/tractive-dog-6/,KEEP
/produkt/weenect-xs/,KEEP,"Eigenständige, indexierbare Seitenrolle ohne bestätigten Konflikt.",high,,/produkt/weenect-xs/,KEEP
/produkt/weenect-xt/,KEEP,"Eigenständige, indexierbare Seitenrolle ohne bestätigten Konflikt.",high,,/produkt/weenect-xt/,KEEP
/produkt/wopet-cube-air-ca10/,KEEP,"Eigenständige, indexierbare Seitenrolle ohne bestätigten Konflikt.",high,,/produkt/wopet-cube-air-ca10/,KEEP
/produkt/wopet-heritage-view-camera-feeder/,KEEP,"Eigenständige, indexierbare Seitenrolle ohne bestätigten Konflikt.",high,,/produkt/wopet-heritage-view-camera-feeder/,KEEP
/produkt/wopet-patrol-f07-pro/,KEEP,"Eigenständige, indexierbare Seitenrolle ohne bestätigten Konflikt.",high,,/produkt/wopet-patrol-f07-pro/,KEEP
/produkt/wopet-pioneer-f01-plus/,KEEP,"Eigenständige, indexierbare Seitenrolle ohne bestätigten Konflikt.",high,,/produkt/wopet-pioneer-f01-plus/,KEEP
/produkt/xiaomi-smart-pet-food-feeder-2/,KEEP,"Eigenständige, indexierbare Seitenrolle ohne bestätigten Konflikt.",high,,/produkt/xiaomi-smart-pet-food-feeder-2/,KEEP
/produkt/xiaomi-smart-pet-fountain-2/,KEEP,"Eigenständige, indexierbare Seitenrolle ohne bestätigten Konflikt.",high,,/produkt/xiaomi-smart-pet-fountain-2/,KEEP
/produkt/zeromouse-2-0/,KEEP,"Eigenständige, indexierbare Seitenrolle ohne bestätigten Konflikt.",high,,/produkt/zeromouse-2-0/,KEEP
/pumpe-katzentrinkbrunnen-reinigen/,KEEP,"Eigenständige, indexierbare Seitenrolle ohne bestätigten Konflikt.",high,,/pumpe-katzentrinkbrunnen-reinigen/,KEEP
/redaktion/,KEEP,"Eigenständige, indexierbare Seitenrolle ohne bestätigten Konflikt.",high,,/redaktion/,KEEP
/reichweite-von-gps-trackern/,KEEP,"Eigenständige, indexierbare Seitenrolle ohne bestätigten Konflikt.",high,,/reichweite-von-gps-trackern/,KEEP
/seniorenhunde-richtig-versorgen/,KEEP,"Eigenständige, indexierbare Seitenrolle ohne bestätigten Konflikt.",high,,/seniorenhunde-richtig-versorgen/,KEEP
/smarte-futterautomaten/,KEEP,"Eigenständige, indexierbare Seitenrolle ohne bestätigten Konflikt.",high,,/smarte-futterautomaten/,KEEP
/smarte-gadgets-fuer-hunde-und-katzen/,KEEP,"Eigenständige, indexierbare Seitenrolle ohne bestätigten Konflikt.",high,,/smarte-gadgets-fuer-hunde-und-katzen/,KEEP
/smarte-haustiertechnik/,KEEP,"Eigenständige, indexierbare Seitenrolle ohne bestätigten Konflikt.",high,,/smarte-haustiertechnik/,KEEP
/so-bewerten-wir/,KEEP,"Eigenständige, indexierbare Seitenrolle ohne bestätigten Konflikt.",high,,/so-bewerten-wir/,KEEP
/trinkbrunnen-fuer-katzen-sinnvoll/,KEEP,"Eigenständige, indexierbare Seitenrolle ohne bestätigten Konflikt.",high,,/trinkbrunnen-fuer-katzen-sinnvoll/,KEEP
/trinkbrunnen-fuer-kitten-sicher/,KEEP,"Eigenständige, indexierbare Seitenrolle ohne bestätigten Konflikt.",high,,/trinkbrunnen-fuer-kitten-sicher/,KEEP
/trinkbrunnen-fuer-mehrere-katzen/,KEEP,"Eigenständige, indexierbare Seitenrolle ohne bestätigten Konflikt.",high,,/trinkbrunnen-fuer-mehrere-katzen/,KEEP
/trinkbrunnen-hund/,KEEP,"Eigenständige, indexierbare Seitenrolle ohne bestätigten Konflikt.",high,,/trinkbrunnen-hund/,KEEP
/trinkbrunnen-seniorenkatzen/,KEEP,"Eigenständige, indexierbare Seitenrolle ohne bestätigten Konflikt.",high,,/trinkbrunnen-seniorenkatzen/,KEEP
/trinkbrunnen/,KEEP,"Eigenständige, indexierbare Seitenrolle ohne bestätigten Konflikt.",high,,/trinkbrunnen/,KEEP
/trinkmenge-hund-messen/,KEEP,"Eigenständige, indexierbare Seitenrolle ohne bestätigten Konflikt.",high,,/trinkmenge-hund-messen/,KEEP
/trinkmenge-katze-messen/,KEEP,"Eigenständige, indexierbare Seitenrolle ohne bestätigten Konflikt.",high,,/trinkmenge-katze-messen/,KEEP
/trockenfutter-oder-nassfutter-hund/,KEEP,"Eigenständige, indexierbare Seitenrolle ohne bestätigten Konflikt.",high,,/trockenfutter-oder-nassfutter-hund/,KEEP
/trockenfutter-oder-nassfutter-katze/,KEEP,"Eigenständige, indexierbare Seitenrolle ohne bestätigten Konflikt.",high,,/trockenfutter-oder-nassfutter-katze/,KEEP
/uebergewicht-bei-katzen-vermeiden/,KEEP,"Eigenständige, indexierbare Seitenrolle ohne bestätigten Konflikt.",high,,/uebergewicht-bei-katzen-vermeiden/,KEEP
/vergleiche/,KEEP,"Eigenständige, indexierbare Seitenrolle ohne bestätigten Konflikt.",high,,/smarte-futterautomaten/,KEEP
/vergleiche/beste-automatische-katzentoiletten/,KEEP,"Eigenständige, indexierbare Seitenrolle ohne bestätigten Konflikt.",high,,/vergleiche/beste-automatische-katzentoiletten/,KEEP
/vergleiche/beste-futterautomaten-fuer-berufstaetige/,KEEP,"Eigenständige, indexierbare Seitenrolle ohne bestätigten Konflikt.",high,,/vergleiche/beste-futterautomaten-fuer-berufstaetige/,KEEP
/vergleiche/beste-futterautomaten-fuer-hunde/,KEEP,"Eigenständige, indexierbare Seitenrolle ohne bestätigten Konflikt.",high,,/vergleiche/beste-futterautomaten-fuer-hunde/,KEEP
/vergleiche/beste-futterautomaten-fuer-katzen/,KEEP,"Eigenständige, indexierbare Seitenrolle ohne bestätigten Konflikt.",high,,/vergleiche/beste-futterautomaten-fuer-katzen/,KEEP
/vergleiche/beste-futterautomaten-fuer-kleine-hunde/,KEEP,"Eigenständige, indexierbare Seitenrolle ohne bestätigten Konflikt.",high,,/vergleiche/beste-futterautomaten-fuer-kleine-hunde/,KEEP
/vergleiche/beste-futterautomaten-fuer-mehrtierhaushalte/,KEEP,"Eigenständige, indexierbare Seitenrolle ohne bestätigten Konflikt.",high,,/vergleiche/beste-futterautomaten-fuer-mehrtierhaushalte/,KEEP
/vergleiche/beste-futterautomaten-fuer-nassfutter/,KEEP,"Eigenständige, indexierbare Seitenrolle ohne bestätigten Konflikt.",high,,/vergleiche/beste-futterautomaten-fuer-nassfutter/,KEEP
/vergleiche/beste-futterautomaten-fuer-seniorenkatzen/,KEEP,"Eigenständige, indexierbare Seitenrolle ohne bestätigten Konflikt.",high,,/vergleiche/beste-futterautomaten-fuer-seniorenkatzen/,KEEP
/vergleiche/beste-futterautomaten-fuer-welpen/,KEEP,"Eigenständige, indexierbare Seitenrolle ohne bestätigten Konflikt.",high,,/vergleiche/beste-futterautomaten-fuer-welpen/,KEEP
/vergleiche/beste-futterautomaten-fuer-zwei-katzen/,KEEP,"Eigenständige, indexierbare Seitenrolle ohne bestätigten Konflikt.",high,,/vergleiche/beste-futterautomaten-fuer-zwei-katzen/,KEEP
/vergleiche/beste-futterautomaten-mit-akku/,KEEP,"Eigenständige, indexierbare Seitenrolle ohne bestätigten Konflikt.",high,,/vergleiche/beste-futterautomaten-mit-akku/,KEEP
/vergleiche/beste-futterautomaten-mit-edelstahl-napf/,KEEP,"Eigenständige, indexierbare Seitenrolle ohne bestätigten Konflikt.",high,,/vergleiche/beste-futterautomaten-mit-edelstahl-napf/,KEEP
/vergleiche/beste-futterautomaten-mit-kamera/,KEEP,"Eigenständige, indexierbare Seitenrolle ohne bestätigten Konflikt.",high,,/vergleiche/beste-futterautomaten-mit-kamera/,KEEP
/vergleiche/beste-futterautomaten-ohne-wlan/,KEEP,"Eigenständige, indexierbare Seitenrolle ohne bestätigten Konflikt.",high,,/vergleiche/beste-futterautomaten-ohne-wlan/,KEEP
/vergleiche/beste-futterautomaten-unter-100-euro/,KEEP,"Eigenständige, indexierbare Seitenrolle ohne bestätigten Konflikt.",high,,/vergleiche/beste-futterautomaten-unter-100-euro/,KEEP
/vergleiche/beste-gps-tracker-fuer-hunde/,KEEP,"Eigenständige, indexierbare Seitenrolle ohne bestätigten Konflikt.",high,,/vergleiche/beste-gps-tracker-fuer-hunde/,KEEP
/vergleiche/beste-gps-tracker-fuer-katzen/,KEEP,"Eigenständige, indexierbare Seitenrolle ohne bestätigten Konflikt.",high,,/vergleiche/beste-gps-tracker-fuer-katzen/,KEEP
/vergleiche/beste-haustierkameras/,KEEP,"Eigenständige, indexierbare Seitenrolle ohne bestätigten Konflikt.",high,,/vergleiche/beste-haustierkameras/,KEEP
/vergleiche/beste-mikrochip-katzenklappen/,KEEP,"Eigenständige, indexierbare Seitenrolle ohne bestätigten Konflikt.",high,,/vergleiche/beste-mikrochip-katzenklappen/,KEEP
/vergleiche/beste-trinkbrunnen-fuer-hunde/,KEEP,"Eigenständige, indexierbare Seitenrolle ohne bestätigten Konflikt.",high,,/vergleiche/beste-trinkbrunnen-fuer-hunde/,KEEP
/vergleiche/beste-trinkbrunnen-fuer-katzen/,KEEP,"Eigenständige, indexierbare Seitenrolle ohne bestätigten Konflikt.",high,,/vergleiche/beste-trinkbrunnen-fuer-katzen/,KEEP
/vergleiche/futterautomat-fuer-grosse-hunde/,KEEP,"Eigenständige, indexierbare Seitenrolle ohne bestätigten Konflikt.",high,,/vergleiche/futterautomat-fuer-grosse-hunde/,KEEP
/vergleiche/futterautomat-gegen-schlingen/,KEEP,"Eigenständige, indexierbare Seitenrolle ohne bestätigten Konflikt.",high,,/vergleiche/futterautomat-gegen-schlingen/,KEEP
/vergleiche/futterautomat-mit-app/,KEEP,"Eigenständige, indexierbare Seitenrolle ohne bestätigten Konflikt.",high,,/vergleiche/futterautomat-mit-app/,KEEP
/vergleiche/gps-tracker-mit-langer-akkulaufzeit/,KEEP,"Eigenständige, indexierbare Seitenrolle ohne bestätigten Konflikt.",high,,/vergleiche/gps-tracker-mit-langer-akkulaufzeit/,KEEP
/vergleiche/gps-tracker-ohne-abo/,KEEP,"Eigenständige, indexierbare Seitenrolle ohne bestätigten Konflikt.",high,,/vergleiche/gps-tracker-ohne-abo/,KEEP
/vergleiche/katzenklappen-mit-app-und-beuteerkennung/,KEEP,"Eigenständige, indexierbare Seitenrolle ohne bestätigten Konflikt.",high,,/vergleiche/katzenklappen-mit-app-und-beuteerkennung/,KEEP
/vergleiche/kleine-gps-tracker-fuer-katzen/,KEEP,"Eigenständige, indexierbare Seitenrolle ohne bestätigten Konflikt.",high,,/vergleiche/beste-gps-tracker-fuer-katzen/,KEEP
/warum-brauchen-gps-tracker-ein-abo/,KEEP,"Eigenständige, indexierbare Seitenrolle ohne bestätigten Konflikt.",high,,/warum-brauchen-gps-tracker-ein-abo/,KEEP
/warum-hunde-feste-fuetterungszeiten-brauchen/,KEEP,"Eigenständige, indexierbare Seitenrolle ohne bestätigten Konflikt.",high,,/warum-hunde-feste-fuetterungszeiten-brauchen/,KEEP
/warum-katzen-fliessendes-wasser-trinken/,KEEP,"Eigenständige, indexierbare Seitenrolle ohne bestätigten Konflikt.",high,,/warum-katzen-fliessendes-wasser-trinken/,KEEP
/warum-schlingt-mein-hund/,KEEP,"Eigenständige, indexierbare Seitenrolle ohne bestätigten Konflikt.",high,,/warum-schlingt-mein-hund/,KEEP
/wasserstelle-katze-richtiger-standort/,KEEP,"Eigenständige, indexierbare Seitenrolle ohne bestätigten Konflikt.",high,,/wasserstelle-katze-richtiger-standort/,KEEP
/welche-portionsgroesse-ist-richtig/,KEEP,"Eigenständige, indexierbare Seitenrolle ohne bestätigten Konflikt.",high,,/welche-portionsgroesse-ist-richtig/,KEEP
/welcher-futterautomat-ist-der-richtige/,KEEP,"Eigenständige, indexierbare Seitenrolle ohne bestätigten Konflikt.",high,,/welcher-futterautomat-ist-der-richtige/,KEEP
/welpen-richtig-fuettern/,KEEP,"Eigenständige, indexierbare Seitenrolle ohne bestätigten Konflikt.",high,,/welpen-richtig-fuettern/,KEEP
/wie-funktionieren-gps-tracker/,KEEP,"Eigenständige, indexierbare Seitenrolle ohne bestätigten Konflikt.",high,,/wie-funktionieren-gps-tracker/,KEEP
/wie-funktioniert-ein-futterautomat/,KEEP,"Eigenständige, indexierbare Seitenrolle ohne bestätigten Konflikt.",high,,/wie-funktioniert-ein-futterautomat/,KEEP
/wie-genau-sind-gps-tracker/,KEEP,"Eigenständige, indexierbare Seitenrolle ohne bestätigten Konflikt.",high,,/wie-genau-sind-gps-tracker/,KEEP
/wie-gross-sollte-ein-futterautomat-sein/,KEEP,"Eigenständige, indexierbare Seitenrolle ohne bestätigten Konflikt.",high,,/wie-gross-sollte-ein-futterautomat-sein/,KEEP
/wie-kann-technik-gegen-langeweile-helfen/,KEEP,"Eigenständige, indexierbare Seitenrolle ohne bestätigten Konflikt.",high,,/wie-kann-technik-gegen-langeweile-helfen/,KEEP
/wie-lange-bleibt-trockenfutter-frisch/,KEEP,"Eigenständige, indexierbare Seitenrolle ohne bestätigten Konflikt.",high,,/wie-lange-bleibt-trockenfutter-frisch/,KEEP
/wie-laut-sind-automatische-futterautomaten/,KEEP,"Eigenständige, indexierbare Seitenrolle ohne bestätigten Konflikt.",high,,/wie-laut-sind-automatische-futterautomaten/,KEEP
/wie-viel-wasser-braucht-ein-hund/,KEEP,"Eigenständige, indexierbare Seitenrolle ohne bestätigten Konflikt.",high,,/wie-viel-wasser-braucht-ein-hund/,KEEP
/wie-viel-wasser-braucht-eine-katze/,KEEP,"Eigenständige, indexierbare Seitenrolle ohne bestätigten Konflikt.",high,,/wie-viel-wasser-braucht-eine-katze/,KEEP
/wie-viele-mahlzeiten-hund/,KEEP,"Eigenständige, indexierbare Seitenrolle ohne bestätigten Konflikt.",high,,/wie-viele-mahlzeiten-hund/,KEEP
/wie-viele-mahlzeiten-katze/,KEEP,"Eigenständige, indexierbare Seitenrolle ohne bestätigten Konflikt.",high,,/wie-viele-mahlzeiten-katze/,KEEP
/wie-viele-wasserstellen-katze/,KEEP,"Eigenständige, indexierbare Seitenrolle ohne bestätigten Konflikt.",high,,/wie-viele-wasserstellen-katze/,KEEP
/wissen/,KEEP,"Eigenständige, indexierbare Seitenrolle ohne bestätigten Konflikt.",high,,/wissen/,KEEP
/woran-erkennt-man-dass-die-katze-zu-wenig-trinkt/,KEEP,"Eigenständige, indexierbare Seitenrolle ohne bestätigten Konflikt.",high,,/woran-erkennt-man-dass-die-katze-zu-wenig-trinkt/,KEEP
